1	57 
2	104 
3	142 
4	138 
5	134 
6	125 
7	144 
8	27 
9	115 
10	107 
11	69 
12	59 
13	80 
14	51 53 
15	91 
16	126 
17	127 
18	109 
19	21 
20	53 73 
21	73 
22	71 
23	81 
24	103 
25	1 
26	125 145 
27	144 
28	94 
29	72 
30	95 
31	133 
32	6 
33	52 
34	51 
35	123 
36	99 
37	48 
38	110 
39	121 
40	90 
41	77 119 
42	107 
43	94 
44	45 
45	137 
46	91 
47	7 42 
48	101 
49	47 
50	124 
51	133 
52	32 
53	71 
54	22 
55	86 
56	19 
57	57 96 
58	8 
59	133 
60	58 
61	96 
62	64 144 
63	52 
64	54 
65	103 
66	100 
67	2 
68	70 107 
69	103 110 
70	36 119 
71	79 
72	74 
73	38 126 
74	85 
75	69 
76	24 
77	44 
78	88 
79	125 
80	53 73 
81	26 
82	44 
83	140 
84	43 
85	18 
86	52 
87	18 
88	16 
89	37 
90	14 
91	45 
92	108 
93	91 
94	19 
95	21 
96	3 
97	44 
98	48 
99	76 126 
100	111 
101	30 70 
102	69 
103	86 
104	108 
105	146 
106	45 
107	139 
108	48 
109	144 
110	54 95 
111	110 
112	92 
113	148 
114	24 
115	56 
116	94 
117	80 
118	133 
119	48 
120	114 
121	142 
122	26 
123	114 
124	12 
125	62 
126	124 
127	49 102 
128	118 
129	7 
130	32 
131	18 
132	71 89 
133	93 
134	95 
135	110 
136	80 
137	57 
138	85 
139	106 
140	110 
141	142 
142	125 
143	19 
144	121 
145	60 
146	145 
147	44 
148	99 
149	121 
150	57 
151	104 
152	52 
153	142 
154	50 
155	53 
156	73 
157	51 
158	133 
159	112 
160	94 
161	1 
162	43 
163	110 
164	128 
165	148 
166	51 
167	137 
168	52 110 
169	1 24 
170	14 109 
171	68 
172	96 
173	142 
174	6 
175	115 119 
176	1 
177	26 
178	7 18 
179	7 
180	19 68 
181	144 
182	93 
183	71 
184	113 
185	86 
186	65 110 
187	83 
188	118 
189	79 
190	63 142 
191	133 
192	53 
193	28 70 
194	96 
195	44 
196	44 
197	74 
198	8 
199	109 
200	7 
201	99 
202	19 
203	21 
204	2 
205	31 
206	125 
207	113 
208	121 
209	98 
210	22 
211	64 
212	3 
213	57 
214	144 
215	77 
216	142 
217	52 64 
218	68 
219	26 
220	13 
221	51 
222	5 
223	42 
224	5 
225	64 
226	65 
227	111 
228	22 
229	43 
230	49 
231	29 
232	104 
233	48 148 
234	31 121 
235	24 
236	3 
237	112 
238	43 
239	125 
240	25 
241	114 
242	141 
243	45 
244	148 
245	110 
246	2 
247	101 
248	122 
249	131 
250	96 116 
251	77 
252	130 
253	123 
254	33 
255	3 7 
256	126 
257	119 
258	125 
259	134 
260	135 
261	133 
262	11 
263	54 
264	58 
265	40 
266	135 
267	61 71 
268	100 
269	58 
270	71 
271	6 
272	93 
273	15 
274	124 
275	125 137 
276	96 
277	147 
278	47 
279	30 
280	2 100 
281	125 
282	125 
283	51 
284	103 
285	144 
286	131 
287	126 
288	40 91 
289	121 
290	30 
291	19 
292	92 
293	54 
294	21 123 
295	52 
296	122 
297	103 
298	68 
299	9 
300	5 
301	6 
302	72 
303	41 
304	55 71 
305	53 146 
306	64 
307	51 
308	122 
309	88 
310	49 
311	35 
312	91 
313	86 
314	89 
315	144 
316	4 
317	83 
318	121 
319	146 
320	27 
321	25 
322	137 
323	7 
324	65 121 
325	70 
326	110 
327	54 
328	145 
329	134 
330	142 
331	114 
332	80 
333	72 103 
334	132 
335	79 
336	105 
337	2 
338	61 
339	4 
340	101 
341	118 
342	87 
343	54 
344	1 2 
345	49 103 
346	53 
347	96 
348	98 
349	31 37 
350	64 
351	98 
352	53 
353	64 
354	54 124 
355	99 
356	148 
357	99 130 
358	98 
359	54 
360	142 
361	132 
362	137 
363	12 
364	17 
365	5 
366	38 
367	44 
368	103 
369	38 
370	46 
371	65 
372	17 
373	64 
374	30 
375	51 
376	145 
377	54 
378	12 
379	33 
380	85 
381	22 
382	77 
383	144 
384	24 
385	51 
386	46 
387	68 
388	145 
389	144 
390	71 
391	141 
392	54 
393	109 
394	92 
395	19 
396	57 
397	96 
398	75 80 
399	141 
400	139 
401	126 
402	73 
403	131 
404	18 19 
405	148 
406	30 
407	23 
408	31 127 
409	83 
410	74 
411	5 
412	71 81 
413	24 
414	1 
415	23 
416	144 
417	145 
418	37 
419	26 46 
420	110 
421	148 
422	68 135 
423	51 
424	1 132 
425	40 
426	144 
427	91 
428	104 145 
429	49 
430	85 
431	111 
432	114 
433	91 
434	13 
435	68 
436	33 
437	2 
438	142 148 
439	48 
440	133 
441	23 
442	36 
443	103 
444	86 
445	22 
446	24 
447	138 
448	27 
449	65 
450	91 
451	139 
452	30 
453	14 97 
454	122 144 
455	52 
456	37 
457	88 
458	103 
459	137 
460	48 
461	57 
462	21 
463	65 
464	48 
465	48 
466	60 
467	46 
468	114 
469	73 120 
470	145 
471	18 
472	114 
473	92 
474	20 
475	36 
476	21 
477	142 
478	66 133 
479	74 
480	124 140 
481	20 122 
482	53 
483	53 
484	71 115 
485	43 
486	82 
487	124 
488	115 
489	30 
490	54 
491	93 
492	99 
493	144 
494	32 114 
495	117 
496	85 
497	97 
498	96 
499	58 73 
500	19 
501	2 143 
502	71 
503	48 
504	25 
505	78 
506	117 
507	123 
508	2 45 
509	96 
510	75 136 
511	114 
512	2 
513	90 
514	66 
515	81 
516	92 
517	121 
518	52 
519	89 121 
520	103 111 
521	125 
522	137 
523	139 
524	88 
525	14 
526	85 
527	75 
528	30 
529	148 
530	121 
531	21 114 
532	64 
533	144 
534	30 
535	66 
536	48 
537	17 18 
538	49 
539	85 
540	72 
541	41 
542	118 
543	97 
544	77 
545	79 
546	49 
547	148 
548	44 142 
549	75 
550	41 
551	33 
552	10 96 
553	132 
554	129 
555	96 
556	130 
557	53 
558	13 
559	11 
560	70 
561	43 
562	148 
563	147 
564	48 
565	50 
566	119 
567	111 
568	36 
569	73 
570	6 
571	21 
572	2 
573	126 
574	111 
575	136 
576	8 
577	92 103 
578	121 
579	2 
580	147 
581	126 
582	12 
583	8 
584	45 
585	47 96 
586	30 99 
587	96 
588	118 
589	40 96 
590	45 
591	85 
592	96 
593	97 
594	61 
595	106 
596	128 
597	126 
