1	7184
1	8110
1	9125
1	9383
1	9744
1	9848
1	9883
2	1539
2	3948
2	4463
2	5341
2	6507
2	7534
2	9552
3	3689
3	3888
3	6459
3	7206
3	8138
3	8531
3	9990
4	2053
4	3390
4	8442
4	9464
4	9591
4	9622
4	9814
5	7438
5	7515
5	7579
5	8160
5	8181
5	9749
5	9826
6	4273
6	6153
6	8298
6	8761
6	9096
6	9153
6	9924
7	1588
7	1984
7	2567
7	9542
7	9873
7	9907
7	9961
8	990
8	6460
8	7047
8	8421
8	8895
8	9048
8	9799
9	3529
9	4330
9	7076
9	8783
9	8995
9	9218
9	9706
10	2791
10	7470
10	7804
10	8193
10	8558
10	9470
10	9986
11	6807
11	8039
11	8808
11	9530
11	9759
11	9800
11	9899
12	4636
12	5401
12	5510
12	5757
12	7786
12	7952
12	9658
13	3701
13	4790
13	5217
13	6487
13	8851
13	9424
13	9635
14	3495
14	5586
14	7478
14	8042
14	9587
14	9864
14	9901
15	1267
15	7061
15	7727
15	9112
15	9196
15	9231
15	9257
16	581
16	1044
16	2583
16	5403
16	8109
16	8204
16	9862
17	2397
17	6209
17	7973
17	8423
17	8465
17	9827
17	9884
18	610
18	2684
18	4059
18	5637
18	7526
18	9038
18	9152
19	1772
19	2571
19	7517
19	9314
19	9497
19	9658
19	9684
20	1443
20	2186
20	8109
20	8462
20	9892
20	9920
20	9980
21	1893
21	3366
21	8304
21	8598
21	9503
21	9619
21	9999
22	995
22	3610
22	8443
22	8740
22	8755
22	9246
22	9427
23	5446
23	7900
23	8472
23	8505
23	8645
23	9653
23	9654
24	65
24	3663
24	6365
24	8074
24	8547
24	9142
24	9856
25	2356
25	3947
25	9771
25	9825
25	9836
25	9854
25	9957
26	9436
26	9474
26	9516
26	9580
26	9685
26	9733
26	9919
27	2104
27	6116
27	6445
27	8829
27	9440
27	9543
27	9662
28	4223
28	5765
28	9480
28	9700
28	9721
28	9798
28	9802
29	959
29	9176
29	9541
29	9571
29	9626
29	9896
29	9903
30	2914
30	5060
30	6450
30	6754
30	7691
30	8526
30	9079
31	6267
31	9014
31	9686
31	9814
31	9850
31	9853
31	9946
32	7459
32	8189
32	9550
32	9639
32	9794
32	9995
32	10000
33	675
33	3253
33	3824
33	8753
33	8764
33	9159
33	9217
34	5830
34	5906
34	6034
34	8497
34	8850
34	8970
34	9066
35	3162
35	7106
35	8839
35	9293
35	9784
35	9885
35	9951
36	816
36	6409
36	7626
36	7862
36	8845
36	9570
36	9966
37	2329
37	3450
37	4501
37	6189
37	9027
37	9317
37	9389
38	425
38	8105
38	9016
38	9325
38	9723
38	9809
38	9835
39	1486
39	3439
39	5887
39	9177
39	9304
39	9865
39	9996
40	3324
40	4499
40	7122
40	7233
40	9898
40	9926
40	9988
41	9151
41	9280
41	9726
41	9845
41	9929
41	9981
41	9992
42	8793
42	8961
42	9226
42	9335
42	9604
42	9667
42	9986
43	9208
43	9480
43	9630
43	9715
43	9721
43	9798
43	9842
44	1617
44	9066
44	9416
44	9664
44	9846
44	9868
44	9977
45	866
45	5879
45	6406
45	6445
45	7428
45	8458
45	9053
46	3307
46	5330
46	6354
46	7248
46	9233
46	9484
46	9514
47	8881
47	8948
47	9223
47	9325
47	9723
47	9968
47	9989
48	1856
48	7904
48	8904
48	8963
48	8967
48	9185
48	9677
